"x1" "x2" "color0" "color_euc" "color_gkl" "color_poly5" "color_ita"
6.16374963908504 12.3086236417321 "1" "1" "1" "1" "1"
4.02276419750944 11.8919974954958 "1" "1" "1" "1" "1"
5.26976667887174 11.5789180085246 "1" "1" "1" "1" "1"
5.31446151886744 13.9812060405037 "1" "1" "1" "1" "1"
3.63256630810185 14.6345194521499 "1" "1" "1" "1" "1"
4.22473816225413 13.0928483422583 "1" "1" "1" "1" "1"
3.60712937600185 13.5511802908081 "1" "1" "1" "1" "1"
3.02431472490901 11.6981296885757 "1" "1" "1" "1" "1"
4.950230275768 12.6145403966344 "1" "1" "1" "1" "1"
4.55806309458759 12.3498251834343 "1" "1" "1" "1" "1"
5.44692819576222 13.4053417727375 "1" "1" "1" "1" "1"
5.75075534171793 13.2255686622145 "1" "1" "1" "1" "1"
5.43036170749449 13.8547919117014 "1" "1" "1" "1" "1"
5.75636698408051 12.4517050048057 "1" "1" "1" "1" "1"
5.65093066841465 12.6386720685857 "1" "1" "1" "1" "1"
5.5718499017111 14.904748526572 "1" "1" "1" "1" "1"
4.90974773970111 11.1369642450398 "1" "1" "1" "1" "1"
7.26346978793412 12.6427953802348 "1" "1" "1" "1" "1"
5.41508740594138 14.4516698624642 "1" "1" "1" "1" "1"
5.76026068828061 13.9120995359205 "1" "1" "1" "1" "1"
4.54753350088615 13.2932544673377 "1" "1" "1" "1" "1"
4.83911355619102 13.5933559257356 "1" "1" "1" "1" "1"
8.071670550603 10.7560517020461 "1" "1" "1" "1" "1"
4.32659547020386 13.1220373048965 "1" "1" "1" "1" "1"
6.83579040966059 12.8967704127535 "1" "1" "1" "1" "1"
4.47783591913729 13.2094777449099 "1" "1" "1" "1" "1"
4.93438896798667 13.1507043089729 "1" "1" "1" "1" "1"
2.83638657312863 12.730796455367 "1" "1" "1" "1" "1"
6.58921849165847 12.4738364364945 "1" "1" "1" "1" "1"
4.83466686049627 13.6087026230965 "1" "1" "1" "1" "1"
5.17636412519469 11.9796969501855 "1" "1" "1" "1" "1"
5.38469750253375 12.512776446594 "1" "1" "1" "1" "1"
5.0613239674607 12.7582271536607 "1" "1" "1" "1" "1"
4.89871566228189 13.7193457338973 "1" "1" "1" "1" "1"
4.17079318691454 14.42441865822 "1" "1" "1" "1" "1"
7.5847688386212 12.4962142345384 "1" "1" "1" "1" "1"
6.76959248009713 14.1922046341463 "1" "1" "1" "1" "1"
6.25102570370519 12.2623774701358 "1" "1" "1" "1" "1"
4.57219247164417 14.2248798048317 "1" "1" "1" "1" "1"
5.53279153285474 11.9046387186304 "1" "1" "1" "1" "1"
4.83476312622685 14.3797338023543 "1" "1" "1" "1" "1"
6.92138216263471 14.2968773061735 "1" "1" "1" "1" "1"
4.31312284726793 10.6585656338969 "1" "1" "1" "1" "1"
5.75837658909129 11.414942749698 "1" "1" "1" "1" "1"
5.15884348955167 13.6953770266283 "1" "1" "1" "1" "1"
5.74794996712193 12.6093222264687 "1" "1" "1" "1" "1"
5.36246488144227 14.0351675500048 "1" "1" "1" "1" "1"
6.46898017427903 12.7487599231521 "1" "1" "1" "1" "1"
5.44830088242718 13.8089494642618 "1" "1" "1" "1" "1"
4.3333939921815 11.6150437297415 "1" "1" "1" "1" "1"
6.59363818212333 15.1418964199512 "1" "1" "1" "1" "1"
5.35078427966187 14.13988193763 "1" "1" "1" "1" "1"
4.16120994497916 12.3539452330071 "1" "1" "1" "1" "1"
6.58695605512824 14.0915354724455 "1" "1" "1" "1" "1"
6.16587832249896 12.8499740291131 "1" "1" "1" "1" "1"
5.41240589548198 12.4574583167839 "1" "1" "1" "1" "1"
6.00971221100093 13.1216858745648 "1" "1" "1" "1" "1"
5.93525666960786 11.716976604152 "1" "1" "1" "1" "1"
5.92046291789777 13.2226683135227 "1" "1" "1" "1" "1"
4.02856822147413 14.3982340269609 "1" "1" "1" "1" "1"
4.53490548406562 13.5185861297248 "1" "1" "1" "1" "1"
4.34939577592236 12.7331665427046 "1" "1" "1" "1" "1"
4.04234292330841 11.2463987630354 "1" "1" "1" "1" "1"
4.26218991444589 12.2473774888804 "1" "1" "1" "1" "1"
5.51855126030108 13.2668064083102 "1" "1" "1" "1" "1"
5.24328384593305 13.1319259338018 "1" "1" "1" "1" "1"
5.28723338130589 12.7358071488168 "1" "1" "1" "1" "1"
5.8558652162415 13.7472155871707 "1" "1" "1" "1" "1"
5.84571025069807 12.0086237566711 "1" "1" "1" "1" "1"
